                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                 1.1339,                0.74284,                0.91364,                0.95437,                0.94056,                0.96881,                 0.8104,                 1.0434,                0.65663,                0.87423,             0.00099044,             0.00099044,             0.00099044
                     33,                 1.1432,                0.74828,                0.90658,                0.94275,                0.93537,                  0.964,                0.78008,                 1.1172,                0.69074,                0.87572,             0.00097629,             0.00097629,             0.00097629
                     34,                 1.1423,                0.75625,                0.91694,                0.94501,                0.94769,                0.96545,                0.80187,                 1.0835,                0.64486,                0.87394,             0.00096215,             0.00096215,             0.00096215
                     35,                 1.1733,                0.72301,                0.91023,                0.94884,                0.94809,                0.96513,                0.78823,                 1.0906,                0.64646,                0.87546,               0.000948,               0.000948,               0.000948
                     36,                 1.1624,                0.77091,                0.91058,                0.95515,                0.95055,                0.96483,                0.78381,                 1.0704,                0.66636,                0.87201,             0.00093385,             0.00093385,             0.00093385
                     37,                 1.1457,                0.72773,                0.90361,                0.95227,                0.95316,                 0.9671,                 0.8078,                 1.0306,                0.64009,                0.87219,              0.0009197,              0.0009197,              0.0009197
                     38,                 1.1235,                0.72852,                0.90309,                0.93134,                0.95392,                0.96428,                0.79039,                 1.0577,                0.65512,                 0.8741,             0.00090556,             0.00090556,             0.00090556
                     39,                  1.156,                0.74105,                 0.8951,                0.93817,                0.95376,                0.96678,                0.80574,                 1.0208,                0.63688,                0.86884,             0.00089141,             0.00089141,             0.00089141
                     40,                 1.0957,                0.69871,                0.90372,                0.94587,                 0.9393,                0.95948,                0.80113,                 1.0483,                0.65237,                 0.8675,             0.00087726,             0.00087726,             0.00087726
                     41,                 1.1183,                 0.7177,                0.89656,                0.95134,                0.95129,                0.96975,                0.79175,                 1.0307,                0.64703,                0.86764,             0.00086312,             0.00086312,             0.00086312
                     42,                 1.1388,                0.73267,                0.89431,                0.93373,                 0.9542,                0.96524,                0.80621,                 1.0175,                0.64439,                0.86618,             0.00084897,             0.00084897,             0.00084897
                     43,                 1.1276,                0.70489,                0.89534,                0.94185,                0.95444,                0.96559,                0.81388,                 1.0009,                 0.6281,                 0.8676,             0.00083482,             0.00083482,             0.00083482
                     44,                 1.1048,                0.70143,                0.89462,                0.95609,                0.94775,                0.97103,                0.81469,                0.99559,                0.62602,                 0.8642,             0.00082067,             0.00082067,             0.00082067
                     45,                 1.0875,                0.68606,                0.89908,                0.94981,                0.94829,                0.97133,                 0.8163,                0.98465,                 0.6231,                0.86166,             0.00080653,             0.00080653,             0.00080653
                     46,                 1.0633,                0.66884,                0.89829,                  0.954,                0.94781,                0.96899,                0.81621,                0.98961,                 0.6156,                0.86199,             0.00079238,             0.00079238,             0.00079238
                     47,                 1.0962,                0.68444,                0.89699,                0.94784,                 0.9541,                0.97215,                0.82137,                0.97895,                0.60921,                0.86225,             0.00077823,             0.00077823,             0.00077823
                     48,                 1.1351,                0.70393,                0.89582,                0.96001,                0.94162,                0.97072,                0.79081,                 1.0712,                0.63436,                0.86706,             0.00076409,             0.00076409,             0.00076409
                     49,                 1.1065,                 0.6872,                0.90213,                0.95549,                0.96088,                0.97361,                0.82177,                 1.0021,                0.60736,                0.86105,             0.00074994,             0.00074994,             0.00074994
                     50,                 1.1037,                0.68614,                 0.9037,                0.94424,                0.95869,                0.96935,                0.79924,                 1.0648,                0.64092,                0.86511,             0.00073579,             0.00073579,             0.00073579
                     51,                 1.1345,                0.68682,                0.90389,                0.94939,                0.95329,                0.96581,                0.79585,                 1.0816,                0.64368,                 0.8672,             0.00072164,             0.00072164,             0.00072164
                     52,                 1.0685,                0.65784,                0.89232,                0.94834,                0.95531,                 0.9677,                0.81538,                 1.0434,                0.60947,                0.86498,              0.0007075,              0.0007075,              0.0007075
                     53,                 1.1808,                 0.6896,                0.89987,                0.95233,                0.95249,                0.97019,                 0.8187,                 1.0047,                0.59846,                 0.8651,             0.00069335,             0.00069335,             0.00069335
                     54,                 1.1125,                0.68917,                0.88867,                0.95305,                0.95391,                0.96763,                0.80051,                 1.0247,                 0.6156,                0.86256,              0.0006792,              0.0006792,              0.0006792
                     55,                  1.107,                0.67416,                0.89701,                0.96595,                0.95625,                0.97292,                0.81485,                 1.0042,                0.60788,                0.86352,             0.00066506,             0.00066506,             0.00066506
                     56,                 1.1074,                0.67423,                 0.8891,                0.96323,                0.95343,                0.97279,                0.82385,                0.97453,                 0.5913,                0.85716,             0.00065091,             0.00065091,             0.00065091
                     57,                  1.073,                0.66117,                0.89168,                0.95911,                0.95492,                0.97243,                 0.8173,                0.98315,                0.59232,                0.85846,             0.00063676,             0.00063676,             0.00063676
                     58,                 1.0813,                0.65393,                0.88618,                0.96774,                 0.9556,                0.97389,                0.82083,                 0.9543,                0.57974,                 0.8578,             0.00062262,             0.00062262,             0.00062262
                     59,                 1.0508,                0.64962,                0.88057,                0.96053,                0.95458,                0.97222,                0.82683,                0.94656,                0.58212,                0.85567,             0.00060847,             0.00060847,             0.00060847
                     60,                 1.0677,                0.65063,                0.88613,                0.95684,                0.95339,                0.97164,                0.82347,                0.97611,                0.58501,                0.85814,             0.00059432,             0.00059432,             0.00059432
                     61,                 1.0913,                0.66521,                0.89103,                0.95668,                0.95452,                0.97252,                0.83501,                0.93047,                0.57082,                0.85402,             0.00058017,             0.00058017,             0.00058017
                     62,                 1.0311,                0.63498,                0.88259,                0.95672,                0.95377,                0.97274,                0.82934,                0.94698,                0.57883,                0.85574,             0.00056603,             0.00056603,             0.00056603
                     63,                 1.0281,                0.63289,                0.88474,                0.96489,                0.95625,                0.97524,                0.83541,                0.93962,                0.57022,                0.85517,             0.00055188,             0.00055188,             0.00055188
                     64,                  1.029,                0.63872,                0.88632,                0.95841,                0.95292,                0.97184,                0.82415,                0.95174,                0.57644,                0.85539,             0.00053773,             0.00053773,             0.00053773
                     65,                  1.027,                0.62889,                0.88103,                0.96132,                0.95951,                0.97452,                0.83621,                0.93288,                0.56408,                0.85353,             0.00052359,             0.00052359,             0.00052359
                     66,                   1.06,                0.64538,                0.88096,                0.95058,                0.95993,                0.97173,                0.83149,                0.94422,                0.57586,                0.85471,             0.00050944,             0.00050944,             0.00050944
                     67,                 1.0558,                0.64706,                0.88172,                0.95463,                0.95779,                0.97158,                0.82312,                0.95913,                0.58159,                0.85502,             0.00049529,             0.00049529,             0.00049529
                     68,                 1.0196,                0.62754,                0.88512,                0.95619,                0.96122,                 0.9732,                0.82971,                0.94212,                 0.5673,                0.85502,             0.00048114,             0.00048114,             0.00048114
                     69,                 1.0395,                0.64398,                0.88065,                0.95319,                0.95908,                0.97214,                0.83335,                0.93477,                0.56801,                0.85619,               0.000467,               0.000467,               0.000467
                     70,                  1.009,                0.62909,                 0.8778,                0.95954,                0.95737,                0.97349,                0.83282,                0.93185,                0.56749,                0.85294,             0.00045285,             0.00045285,             0.00045285
                     71,                 1.0317,                0.62323,                0.88008,                0.95992,                0.95672,                  0.973,                0.83154,                0.93777,                0.56946,                0.85314,              0.0004387,              0.0004387,              0.0004387
                     72,                 1.0338,                0.63632,                0.88099,                 0.9568,                0.95436,                0.97326,                0.81888,                0.96614,                0.58073,                0.85426,             0.00042456,             0.00042456,             0.00042456
                     73,                 1.0078,                0.61642,                0.88212,                0.96001,                0.95908,                0.97627,                 0.8419,                0.90809,                 0.5583,                0.85026,             0.00041041,             0.00041041,             0.00041041
                     74,                0.98879,                0.60874,                0.87798,                0.94916,                0.95919,                0.97283,                0.83237,                0.92644,                0.56508,                0.85036,             0.00039626,             0.00039626,             0.00039626
                     75,                 1.0135,                0.62472,                0.87373,                0.94888,                0.95913,                0.97233,                0.83072,                0.93805,                0.56761,                0.85069,             0.00038211,             0.00038211,             0.00038211
                     76,                 1.0473,                0.63388,                0.87749,                0.95523,                0.96096,                0.97472,                0.84169,                0.91711,                0.55665,                0.84747,             0.00036797,             0.00036797,             0.00036797
                     77,                 1.0342,                0.62583,                0.88459,                0.96362,                0.95558,                0.97722,                0.84345,                 0.8998,                0.54777,                0.84753,             0.00035382,             0.00035382,             0.00035382
                     78,                0.98064,                0.60354,                0.87894,                0.96137,                0.95712,                0.97438,                0.83022,                0.90956,                0.55516,                 0.8482,             0.00033967,             0.00033967,             0.00033967
                     79,                0.99333,                0.59979,                0.88267,                0.95877,                0.95685,                0.97368,                0.83344,                0.90998,                0.55657,                0.84963,             0.00032553,             0.00032553,             0.00032553
                     80,                 1.0488,                0.62622,                0.87667,                0.96148,                0.95925,                0.97438,                0.84688,                0.88062,                0.54813,                0.84588,             0.00031138,             0.00031138,             0.00031138
                     81,                 1.0409,                0.63179,                0.87497,                0.96552,                0.96036,                0.97686,                0.84745,                0.88548,                 0.5464,                 0.8462,             0.00029723,             0.00029723,             0.00029723
                     82,                0.96358,                0.59325,                0.88209,                0.96367,                0.96024,                0.97521,                0.83637,                0.90965,                0.55623,                0.84788,             0.00028308,             0.00028308,             0.00028308
                     83,                0.99895,                0.59931,                0.88339,                0.95994,                0.96116,                0.97435,                0.83951,                0.91044,                0.55497,                0.84809,             0.00026894,             0.00026894,             0.00026894
                     84,                0.97203,                0.59801,                0.87964,                0.96178,                0.95907,                0.97599,                0.84786,                0.88714,                0.53999,                0.84646,             0.00025479,             0.00025479,             0.00025479
                     85,                0.97222,                0.59705,                 0.8694,                0.96824,                 0.9606,                0.97807,                0.84749,                0.88411,                0.53942,                0.84585,             0.00024064,             0.00024064,             0.00024064
                     86,                 1.0045,                0.61647,                 0.8755,                0.95956,                0.96184,                0.97507,                0.84301,                0.89559,                0.54437,                0.84664,              0.0002265,              0.0002265,              0.0002265
                     87,                0.97374,                0.59342,                0.87438,                0.96213,                0.96095,                 0.9766,                0.84244,                0.89008,                0.54056,                0.84663,             0.00021235,             0.00021235,             0.00021235
                     88,                0.97548,                0.60643,                0.87813,                0.96484,                 0.9608,                0.97811,                0.84816,                0.87712,                0.53183,                0.84558,              0.0001982,              0.0001982,              0.0001982
                     89,                 1.0183,                0.61461,                0.87732,                0.95839,                0.96242,                0.97574,                0.84491,                 0.8811,                0.53798,                 0.8457,             0.00018406,             0.00018406,             0.00018406
                     90,                0.92785,                0.57228,                0.86989,                0.96451,                0.95754,                 0.9767,                0.84659,                0.87351,                0.53551,                0.84509,             0.00016991,             0.00016991,             0.00016991
                     91,                0.94399,                0.58199,                0.86741,                 0.9653,                0.96011,                0.97544,                0.84764,                0.87121,                0.53125,                0.84505,             0.00015576,             0.00015576,             0.00015576
                     92,                0.97334,                0.59444,                0.87504,                0.96523,                 0.9609,                0.97641,                0.84762,                0.87594,                0.53658,                0.84541,             0.00014161,             0.00014161,             0.00014161
                     93,                0.94223,                0.57622,                0.87197,                0.96243,                0.96216,                0.97564,                0.84708,                0.87678,                0.53816,                0.84552,             0.00012747,             0.00012747,             0.00012747
                     94,                0.97508,                0.59132,                0.86839,                0.96336,                 0.9607,                0.97449,                0.85432,                0.86001,                0.52926,                0.84341,             0.00011332,             0.00011332,             0.00011332
                     95,                0.98696,                0.60277,                0.87803,                 0.9604,                0.95882,                0.97306,                0.85416,                0.85811,                0.52666,                0.84301,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.94529,                0.57437,                0.87006,                0.96073,                0.95899,                0.97318,                0.85301,                0.85514,                0.52604,                0.84251,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.98449,                0.58952,                0.87008,                 0.9642,                0.95856,                0.97512,                0.85046,                0.86188,                0.52895,                0.84362,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.95161,                0.58038,                0.87131,                 0.9651,                0.96016,                0.97659,                0.85287,                0.85627,                0.52653,                0.84356,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.92593,                0.56841,                0.87709,                 0.9659,                0.95968,                0.97595,                0.85485,                 0.8531,                0.52491,                0.84318,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                0.98117,                0.60009,                0.87439,                0.96419,                0.96063,                0.97598,                0.85423,                0.85327,                0.52379,                0.84275,             2.8437e-05,             2.8437e-05,             2.8437e-05
