                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.77676,                0.46323,                0.89213,                0.96019,                0.97473,                0.98714,                0.91453,                0.70171,                0.42833,                0.88001,              0.0012451,              0.0012451,              0.0012451
                     15,                0.76088,                0.45467,                0.88884,                0.95764,                0.97486,                0.98737,                0.91059,                0.68491,                0.43344,                0.87712,              0.0012309,              0.0012309,              0.0012309
                     16,                0.76149,                0.45169,                0.88821,                0.95829,                0.97425,                0.98798,                0.91637,                0.67898,                0.41873,                0.87606,              0.0012168,              0.0012168,              0.0012168
                     17,                0.74711,                 0.4467,                0.88572,                0.96301,                0.97139,                 0.9881,                0.91852,                0.66738,                0.41108,                0.87335,              0.0012026,              0.0012026,              0.0012026
                     18,                0.74171,                0.44413,                0.88426,                0.95445,                0.96875,                0.98723,                0.91654,                0.67259,                0.42202,                0.87782,              0.0011885,              0.0011885,              0.0011885
                     19,                0.73783,                0.43943,                0.88385,                0.95955,                0.97664,                0.98696,                0.91485,                0.66384,                0.41248,                0.87159,              0.0011744,              0.0011744,              0.0011744
                     20,                0.73558,                0.43209,                0.88295,                0.95373,                 0.9767,                0.98826,                 0.9188,                0.65479,                0.40499,                0.87231,              0.0011602,              0.0011602,              0.0011602
                     21,                0.72024,                0.42723,                0.87991,                0.96101,                0.97729,                0.98817,                0.91986,                  0.656,                0.39463,                0.87558,              0.0011461,              0.0011461,              0.0011461
                     22,                0.71039,                0.42243,                0.87609,                0.96383,                0.97501,                0.98854,                0.92282,                0.64379,                0.40507,                0.86924,              0.0011319,              0.0011319,              0.0011319
                     23,                0.71342,                 0.4214,                0.87798,                0.96003,                0.97619,                0.98917,                0.92219,                0.64624,                0.39989,                0.86985,              0.0011178,              0.0011178,              0.0011178
                     24,                0.70373,                0.41559,                0.87566,                0.96187,                0.97378,                0.98867,                0.92465,                 0.6293,                0.38571,                0.86589,              0.0011036,              0.0011036,              0.0011036
                     25,                0.69794,                0.41649,                0.87274,                0.96154,                0.96828,                0.98839,                0.92415,                0.62546,                0.39133,                0.86413,              0.0010895,              0.0010895,              0.0010895
                     26,                0.69494,                0.40941,                0.87391,                0.96739,                0.97781,                0.98837,                 0.9237,                 0.6397,                0.38726,                0.87129,              0.0010753,              0.0010753,              0.0010753
                     27,                 0.6948,                0.41161,                 0.8733,                0.96015,                 0.9721,                0.98956,                0.92524,                0.61506,                0.38234,                0.86589,              0.0010612,              0.0010612,              0.0010612
                     28,                0.68961,                0.40635,                0.87055,                0.95502,                0.97269,                0.98822,                0.92165,                0.63225,                0.39547,                0.86302,               0.001047,               0.001047,               0.001047
                     29,                0.68048,                0.40212,                0.87036,                 0.9605,                0.97503,                0.98997,                 0.9283,                0.61286,                0.37224,                0.86408,              0.0010329,              0.0010329,              0.0010329
                     30,                0.67484,                0.39937,                0.86804,                0.95913,                0.98119,                0.98985,                0.92635,                0.61136,                0.37977,                0.86163,              0.0010187,              0.0010187,              0.0010187
                     31,                0.66864,                0.39587,                0.86689,                0.96753,                0.97282,                0.98929,                 0.9283,                0.60857,                0.37675,                0.86435,              0.0010046,              0.0010046,              0.0010046
                     32,                0.66765,                0.39081,                 0.8672,                0.96305,                0.97862,                0.98967,                0.92843,                  0.604,                0.38097,                0.86106,             0.00099044,             0.00099044,             0.00099044
                     33,                0.66788,                0.39513,                0.86826,                0.96302,                0.97742,                0.98995,                0.92756,                 0.6014,                0.37428,                0.86068,             0.00097629,             0.00097629,             0.00097629
                     34,                0.66058,                0.39162,                0.86464,                 0.9637,                 0.9785,                0.98893,                0.92681,                0.61018,                0.37568,                0.86263,             0.00096215,             0.00096215,             0.00096215
                     35,                0.65866,                0.38997,                0.86457,                0.96817,                0.97444,                 0.9893,                0.92923,                0.59267,                0.36942,                0.85891,               0.000948,               0.000948,               0.000948
                     36,                0.65377,                0.38438,                0.86401,                0.96893,                0.97558,                0.98981,                0.93176,                0.59032,                0.35938,                0.85845,             0.00093385,             0.00093385,             0.00093385
                     37,                0.64592,                0.38429,                0.86354,                0.97069,                0.97843,                0.99047,                  0.931,                0.59629,                 0.3688,                0.85901,              0.0009197,              0.0009197,              0.0009197
                     38,                0.65086,                0.38306,                0.86492,                0.96658,                0.97978,                0.98994,                0.93059,                0.58679,                0.36347,                0.85793,             0.00090556,             0.00090556,             0.00090556
                     39,                0.64541,                0.38241,                0.86115,                0.96316,                0.97814,                0.99008,                0.93026,                0.59831,                0.36394,                0.86135,             0.00089141,             0.00089141,             0.00089141
                     40,                0.62849,                0.37178,                0.85815,                0.97343,                0.97382,                0.99082,                0.93138,                0.59011,                0.35884,                0.85859,             0.00087726,             0.00087726,             0.00087726
                     41,                0.62828,                0.37158,                0.85993,                0.96926,                0.97686,                0.99016,                0.93271,                0.57816,                0.35693,                0.85891,             0.00086312,             0.00086312,             0.00086312
                     42,                0.62965,                0.37528,                0.85969,                0.97405,                 0.9753,                0.99059,                0.93257,                0.58092,                0.35292,                0.85815,             0.00084897,             0.00084897,             0.00084897
                     43,                0.62851,                0.37346,                0.86129,                0.96012,                0.98089,                0.99044,                0.93225,                0.57823,                0.35582,                0.85842,             0.00083482,             0.00083482,             0.00083482
                     44,                0.62044,                0.36784,                0.85525,                0.97754,                0.97724,                0.99095,                0.93489,                0.57595,                0.35334,                0.85676,             0.00082067,             0.00082067,             0.00082067
                     45,                 0.6219,                0.36963,                0.85521,                0.96871,                0.97581,                0.99039,                0.93462,                0.56842,                0.35585,                0.85543,             0.00080653,             0.00080653,             0.00080653
                     46,                0.61773,                0.36925,                 0.8551,                0.96562,                0.97944,                0.99022,                0.93211,                0.58146,                 0.3642,                0.85662,             0.00079238,             0.00079238,             0.00079238
                     47,                0.61362,                0.36306,                0.85464,                0.96479,                0.98409,                0.99019,                0.93407,                0.57052,                0.35078,                0.85806,             0.00077823,             0.00077823,             0.00077823
                     48,                0.60718,                 0.3626,                0.85388,                0.97062,                0.97933,                0.99096,                0.93427,                0.56317,                0.34681,                0.85344,             0.00076409,             0.00076409,             0.00076409
                     49,                0.60083,                0.35732,                0.85238,                0.96748,                0.98385,                0.99075,                0.93612,                0.55977,                0.34486,                0.85377,             0.00074994,             0.00074994,             0.00074994
                     50,                0.59881,                0.35615,                0.85232,                0.96424,                0.98157,                0.99068,                0.93761,                 0.5492,                0.33618,                0.85224,             0.00073579,             0.00073579,             0.00073579
                     51,                0.59165,                0.35111,                0.85083,                0.97225,                0.98089,                0.99064,                0.93592,                0.55481,                 0.3414,                0.85444,             0.00072164,             0.00072164,             0.00072164
                     52,                0.59137,                0.35103,                0.85101,                0.97366,                0.97641,                0.99067,                0.93607,                0.55057,                0.34471,                0.85288,              0.0007075,              0.0007075,              0.0007075
                     53,                 0.5919,                0.34896,                0.84872,                0.97582,                0.97878,                0.99109,                0.93681,                 0.5557,                0.33935,                0.85405,             0.00069335,             0.00069335,             0.00069335
                     54,                0.58528,                0.34524,                0.84881,                0.97051,                0.98148,                0.99094,                0.93923,                0.54691,                0.34035,                0.85255,              0.0006792,              0.0006792,              0.0006792
                     55,                0.59235,                0.35105,                0.85168,                0.96424,                0.98274,                0.99106,                0.93775,                0.55529,                0.34369,                 0.8548,             0.00066506,             0.00066506,             0.00066506
                     56,                0.58629,                0.34847,                0.85172,                0.97091,                0.98299,                0.99086,                 0.9369,                0.55366,                0.34169,                0.85636,             0.00065091,             0.00065091,             0.00065091
                     57,                 0.5749,                0.34438,                 0.8464,                0.97362,                0.97856,                 0.9906,                0.93806,                0.54283,                0.33517,                0.85164,             0.00063676,             0.00063676,             0.00063676
                     58,                0.57769,                0.34213,                0.84776,                0.97095,                0.98174,                0.99121,                0.93896,                0.53938,                0.33478,                0.84956,             0.00062262,             0.00062262,             0.00062262
                     59,                0.57305,                0.34011,                0.84729,                0.96802,                0.98008,                0.99039,                0.93818,                0.54958,                0.33906,                0.85558,             0.00060847,             0.00060847,             0.00060847
                     60,                0.56561,                 0.3378,                0.84584,                0.96916,                0.98339,                 0.9904,                0.93844,                0.53764,                0.33248,                0.85235,             0.00059432,             0.00059432,             0.00059432
                     61,                0.56382,                0.33603,                0.84355,                  0.971,                0.98446,                 0.9911,                0.93995,                  0.538,                0.32887,                0.85131,             0.00058017,             0.00058017,             0.00058017
                     62,                0.56612,                0.33761,                0.84564,                0.96863,                0.98346,                0.99061,                 0.9401,                0.53738,                0.32913,                0.85468,             0.00056603,             0.00056603,             0.00056603
                     63,                0.56513,                0.33544,                0.84594,                0.97463,                0.97596,                0.99133,                0.94053,                0.52769,                0.32757,                0.85169,             0.00055188,             0.00055188,             0.00055188
                     64,                0.56355,                0.33327,                0.84456,                0.97072,                0.98098,                0.99046,                0.93985,                0.52415,                0.32427,                0.85221,             0.00053773,             0.00053773,             0.00053773
                     65,                0.55727,                0.33048,                0.84323,                0.96968,                0.97693,                0.99088,                0.94063,                0.52187,                0.32484,                0.85199,             0.00052359,             0.00052359,             0.00052359
                     66,                  0.552,                0.32953,                0.84491,                0.97658,                0.97898,                0.99066,                 0.9402,                0.52597,                0.32578,                0.85397,             0.00050944,             0.00050944,             0.00050944
                     67,                0.56061,                0.33124,                0.84452,                0.97289,                0.98456,                0.99159,                0.94134,                0.52418,                0.32318,                0.85067,             0.00049529,             0.00049529,             0.00049529
                     68,                0.54457,                 0.3261,                0.84326,                 0.9672,                0.98483,                0.99054,                0.94107,                0.52161,                 0.3216,                0.85131,             0.00048114,             0.00048114,             0.00048114
                     69,                0.54009,                0.32399,                0.83976,                0.97074,                0.98316,                0.99113,                0.94167,                0.52276,                0.32282,                0.85104,               0.000467,               0.000467,               0.000467
                     70,                0.54522,                0.32344,                0.84019,                0.97404,                 0.9812,                0.99125,                0.94202,                0.51486,                0.31541,                0.85107,             0.00045285,             0.00045285,             0.00045285
                     71,                0.53728,                0.31928,                0.84118,                0.96712,                0.98664,                  0.991,                0.94343,                0.51371,                0.31445,                0.85097,              0.0004387,              0.0004387,              0.0004387
                     72,                0.53114,                 0.3179,                0.83694,                0.97856,                0.97832,                0.99102,                0.94194,                0.51769,                0.31794,                0.84995,             0.00042456,             0.00042456,             0.00042456
                     73,                0.52892,                0.31628,                0.83773,                0.97718,                0.97603,                0.99113,                0.94283,                0.51181,                0.31763,                0.84882,             0.00041041,             0.00041041,             0.00041041
                     74,                0.53381,                0.31721,                0.83927,                0.97143,                0.98077,                0.99077,                0.94227,                0.50959,                0.31494,                0.84843,             0.00039626,             0.00039626,             0.00039626
                     75,                0.53145,                0.31628,                 0.8375,                0.97154,                0.98303,                0.99116,                0.94408,                0.50922,                0.31381,                0.84897,             0.00038211,             0.00038211,             0.00038211
                     76,                0.52201,                0.31316,                0.83673,                0.97047,                0.98505,                0.99094,                 0.9447,                 0.5026,                0.31089,                0.84894,             0.00036797,             0.00036797,             0.00036797
                     77,                0.52611,                0.31221,                0.83685,                0.97457,                0.98258,                0.99091,                0.94384,                0.50124,                0.30769,                0.84913,             0.00035382,             0.00035382,             0.00035382
                     78,                0.52459,                0.31238,                0.83774,                0.97618,                0.98128,                0.99093,                 0.9439,                0.50258,                0.31082,                0.84863,             0.00033967,             0.00033967,             0.00033967
                     79,                0.52262,                0.31208,                0.83832,                0.97864,                0.97494,                0.99095,                0.94465,                 0.5025,                0.31105,                0.85003,             0.00032553,             0.00032553,             0.00032553
                     80,                0.51293,                 0.3067,                0.83497,                0.97358,                0.98374,                0.99121,                0.94475,                0.50203,                0.30738,                0.84858,             0.00031138,             0.00031138,             0.00031138
                     81,                0.50974,                0.30543,                0.83457,                0.97096,                0.98475,                0.99065,                 0.9448,                0.50595,                0.30841,                 0.8498,             0.00029723,             0.00029723,             0.00029723
                     82,                0.51222,                0.30603,                0.83417,                0.97443,                0.98503,                0.99092,                0.94512,                0.49756,                0.30782,                0.84975,             0.00028308,             0.00028308,             0.00028308
                     83,                0.51367,                0.30683,                0.83474,                 0.9741,                0.98357,                0.99135,                0.94495,                0.49644,                0.30652,                0.84824,             0.00026894,             0.00026894,             0.00026894
                     84,                0.50877,                0.30282,                0.83249,                0.97458,                0.97858,                0.99082,                0.94576,                0.49483,                0.30713,                0.84821,             0.00025479,             0.00025479,             0.00025479
                     85,                0.50943,                0.30367,                0.83293,                0.97231,                0.98302,                0.99061,                0.94522,                0.49394,                0.30377,                0.84836,             0.00024064,             0.00024064,             0.00024064
                     86,                0.49869,                0.29819,                0.83199,                0.97382,                0.98349,                0.99089,                0.94568,                0.49167,                0.30338,                0.84877,              0.0002265,              0.0002265,              0.0002265
                     87,                0.50153,                0.29908,                0.83348,                 0.9821,                0.97736,                0.99091,                0.94596,                0.49061,                0.30245,                0.84776,             0.00021235,             0.00021235,             0.00021235
                     88,                0.49927,                 0.2981,                0.83036,                0.97433,                0.98274,                0.99062,                0.94601,                0.49189,                0.30239,                0.84888,              0.0001982,              0.0001982,              0.0001982
                     89,                    inf,                 0.2955,                0.82987,                0.97306,                0.98282,                0.99058,                0.94612,                0.48809,                0.30218,                0.84899,             0.00018406,             0.00018406,             0.00018406
                     90,                0.49836,                0.29722,                 0.8327,                0.97766,                0.98014,                0.99093,                0.94639,                0.48716,                0.30313,                0.84689,             0.00016991,             0.00016991,             0.00016991
                     91,                0.47529,                0.28176,                0.82431,                0.97529,                 0.9839,                0.99069,                0.94657,                0.49152,                0.30236,                0.84951,             0.00015576,             0.00015576,             0.00015576
                     92,                0.46897,                0.27951,                0.82533,                0.97609,                0.98369,                0.99096,                0.94745,                0.48168,                0.29659,                0.84734,             0.00014161,             0.00014161,             0.00014161
                     93,                0.46596,                0.27697,                0.82555,                 0.9785,                0.98223,                0.99094,                0.94759,                0.48064,                0.29439,                0.84733,             0.00012747,             0.00012747,             0.00012747
                     94,                0.46014,                0.27431,                0.82322,                0.97411,                0.98635,                0.99077,                0.94784,                0.48096,                0.29379,                0.84855,             0.00011332,             0.00011332,             0.00011332
                     95,                0.46114,                0.27335,                0.82479,                0.97665,                 0.9847,                0.99076,                0.94846,                0.47858,                0.29257,                0.84808,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.45749,                0.27048,                0.82437,                0.97544,                 0.9843,                0.99071,                0.94746,                0.47804,                0.29471,                0.84856,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.45463,                0.26871,                0.82102,                0.97698,                0.98501,                 0.9907,                0.94818,                0.47776,                0.29308,                0.84857,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.45193,                0.26872,                0.82312,                0.97744,                0.98517,                0.99054,                0.94796,                0.47503,                0.29114,                0.84879,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.44718,                0.26655,                0.82222,                 0.9769,                0.98541,                0.99071,                 0.9482,                0.47447,                0.29186,                0.84824,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                 0.4462,                0.26529,                 0.8193,                0.98208,                 0.9794,                0.99059,                0.94852,                0.47284,                0.28972,                0.84915,             2.8437e-05,             2.8437e-05,             2.8437e-05
