                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                0.66379,                0.39621,                0.86494,                0.97773,                0.97355,                0.98866,                0.91161,                0.57746,                0.37614,                0.83889,              0.0011015,              0.0011015,              0.0011015
                     14,                0.64946,                0.39091,                0.86264,                0.97478,                0.97645,                0.98868,                0.91036,                0.55731,                0.36015,                  0.838,              0.0010891,              0.0010891,              0.0010891
                     15,                0.65039,                0.38722,                0.86114,                0.96276,                 0.9792,                0.98851,                0.91635,                0.54641,                0.35877,                0.83607,              0.0010768,              0.0010768,              0.0010768
                     16,                0.64003,                0.38065,                0.85832,                0.97448,                0.97761,                0.98939,                0.92005,                0.53071,                0.35163,                0.83346,              0.0010644,              0.0010644,              0.0010644
                     17,                 0.6314,                0.37632,                0.85653,                 0.9778,                0.97836,                0.98872,                0.91736,                0.54014,                0.35602,                 0.8324,               0.001052,               0.001052,               0.001052
                     18,                0.62684,                0.37439,                0.85633,                0.97406,                0.97686,                0.98856,                0.91733,                0.51733,                0.34131,                0.83194,              0.0010396,              0.0010396,              0.0010396
                     19,                0.61806,                0.37071,                0.85385,                0.97568,                0.97978,                 0.9892,                 0.9206,                0.53303,                0.34898,                0.83252,              0.0010273,              0.0010273,              0.0010273
                     20,                0.60962,                0.36302,                0.85284,                0.97367,                0.97931,                0.98976,                0.92161,                 0.5234,                0.33995,                0.83277,              0.0010149,              0.0010149,              0.0010149
                     21,                0.60433,                0.36155,                0.85103,                0.97547,                0.97934,                 0.9894,                0.92286,                0.50875,                0.33435,                0.82874,              0.0010025,              0.0010025,              0.0010025
                     22,                0.59625,                0.35886,                0.85031,                0.96937,                0.97995,                0.98954,                 0.9222,                0.51317,                0.33909,                0.82877,             0.00099013,             0.00099013,             0.00099013
                     23,                 0.5894,                0.35191,                0.84854,                0.97525,                0.97749,                0.98982,                0.92476,                0.49813,                 0.3309,                0.82721,             0.00097775,             0.00097775,             0.00097775
                     24,                0.59445,                0.35497,                0.84892,                0.97759,                0.97989,                0.98974,                0.92394,                0.50233,                0.32993,                0.82809,             0.00096537,             0.00096537,             0.00096537
                     25,                0.58358,                0.34975,                 0.8477,                0.96661,                0.98067,                0.98986,                0.92615,                0.49569,                0.32564,                0.82897,               0.000953,               0.000953,               0.000953
                     26,                0.57766,                0.34767,                0.84502,                0.97729,                0.97934,                0.99009,                0.92623,                0.48748,                0.32551,                0.82483,             0.00094062,             0.00094062,             0.00094062
                     27,                0.57414,                0.34383,                0.84483,                 0.9781,                0.97738,                0.99003,                0.92696,                0.48171,                0.31867,                0.82664,             0.00092825,             0.00092825,             0.00092825
                     28,                0.56774,                0.34161,                0.84354,                0.97426,                0.97914,                 0.9902,                0.92678,                0.48862,                0.31838,                0.82696,             0.00091588,             0.00091588,             0.00091588
                     29,                 0.5655,                0.33988,                0.84331,                0.97672,                0.97954,                0.99021,                0.92946,                0.46984,                0.31366,                0.82415,              0.0009035,              0.0009035,              0.0009035
                     30,                0.56566,                0.33971,                0.84346,                0.97869,                0.97847,                0.99041,                0.93013,                0.46944,                0.31331,                0.82268,             0.00089112,             0.00089112,             0.00089112
                     31,                0.56299,                0.33623,                0.84196,                0.98112,                0.97879,                 0.9904,                0.93093,                0.46678,                 0.3081,                0.82311,             0.00087875,             0.00087875,             0.00087875
                     32,                0.55856,                0.33464,                0.84121,                 0.9809,                0.97748,                0.99043,                0.93084,                0.47486,                0.31613,                0.82498,             0.00086637,             0.00086637,             0.00086637
                     33,                0.55509,                0.33329,                0.84114,                0.97784,                 0.9798,                0.99046,                0.93056,                0.46598,                0.30886,                0.82228,               0.000854,               0.000854,               0.000854
                     34,                0.54999,                0.33147,                0.84004,                0.97924,                0.98066,                0.99057,                0.93235,                0.45586,                0.30375,                0.82194,             0.00084162,             0.00084162,             0.00084162
                     35,                0.54734,                0.32951,                0.83799,                0.98051,                0.97683,                0.99016,                0.93227,                 0.4616,                0.30606,                0.82328,             0.00082925,             0.00082925,             0.00082925
                     36,                 0.5384,                 0.3233,                0.83799,                0.97996,                0.98019,                0.99031,                0.93077,                0.46116,                0.30509,                0.82079,             0.00081688,             0.00081688,             0.00081688
                     37,                0.53669,                0.32211,                0.83801,                0.97579,                0.98087,                0.99039,                0.93327,                0.45422,                0.29946,                0.82089,              0.0008045,              0.0008045,              0.0008045
                     38,                0.53192,                0.32144,                0.83634,                0.98037,                0.97811,                0.99036,                0.93331,                0.46079,                0.30601,                0.82387,             0.00079213,             0.00079213,             0.00079213
                     39,                0.53162,                0.32008,                0.83646,                0.97498,                0.98099,                0.99038,                0.93265,                 0.4514,                0.29965,                0.82068,             0.00077975,             0.00077975,             0.00077975
                     40,                0.52994,                0.31894,                0.83561,                 0.9762,                0.97944,                0.99036,                0.93395,                0.45374,                0.30184,                0.82144,             0.00076738,             0.00076738,             0.00076738
                     41,                0.52455,                0.31602,                0.83467,                0.97911,                0.97988,                0.99065,                0.93462,                0.45396,                0.29948,                0.82048,               0.000755,               0.000755,               0.000755
                     42,                0.52126,                0.31384,                0.83299,                0.97668,                0.98241,                0.99051,                0.93536,                0.45071,                0.29637,                0.82205,             0.00074263,             0.00074263,             0.00074263
                     43,                0.51101,                0.30946,                0.83151,                0.97881,                0.98156,                0.99086,                0.93575,                0.44429,                0.29823,                0.82087,             0.00073025,             0.00073025,             0.00073025
                     44,                0.51211,                0.30853,                 0.8321,                0.97903,                0.98186,                0.99067,                0.93595,                0.43735,                0.29021,                0.81911,             0.00071788,             0.00071788,             0.00071788
                     45,                0.51271,                0.30923,                0.83168,                0.97765,                0.98114,                0.99072,                0.93541,                0.44551,                0.29902,                0.82059,              0.0007055,              0.0007055,              0.0007055
                     46,                0.51079,                  0.307,                0.83139,                0.97852,                0.98411,                0.99091,                0.93758,                0.43897,                0.29118,                0.81954,             0.00069313,             0.00069313,             0.00069313
                     47,                0.50347,                0.30565,                0.82989,                0.97777,                0.98158,                 0.9908,                0.93491,                 0.4369,                 0.2901,                0.81839,             0.00068075,             0.00068075,             0.00068075
                     48,                0.50472,                0.30588,                0.83069,                0.97868,                0.98275,                0.99067,                0.93724,                0.43748,                0.28934,                0.81816,             0.00066838,             0.00066838,             0.00066838
                     49,                0.49935,                0.30107,                0.82807,                 0.9795,                0.98333,                0.99077,                0.93804,                0.43432,                0.28637,                0.82023,               0.000656,               0.000656,               0.000656
                     50,                0.49632,                0.30068,                0.82732,                0.97899,                0.98283,                0.99071,                0.93667,                0.43499,                0.28612,                0.81935,             0.00064362,             0.00064362,             0.00064362
                     51,                0.49657,                0.29949,                0.82705,                0.97659,                0.98403,                0.99056,                0.93869,                0.43661,                 0.2848,                0.82114,             0.00063125,             0.00063125,             0.00063125
                     52,                0.49212,                0.29817,                0.82836,                0.97976,                0.98267,                0.99076,                0.93868,                0.42458,                0.28078,                0.81727,             0.00061887,             0.00061887,             0.00061887
                     53,                 0.4861,                0.29602,                 0.8277,                0.97819,                0.98414,                0.99087,                0.93919,                0.42142,                0.27765,                0.81828,              0.0006065,              0.0006065,              0.0006065
                     54,                0.48627,                0.29414,                0.82685,                0.97883,                0.98072,                0.99082,                0.93797,                0.42561,                0.28014,                0.81753,             0.00059413,             0.00059413,             0.00059413
                     55,                0.48157,                 0.2918,                 0.8255,                0.97777,                 0.9837,                0.99078,                0.93981,                0.42111,                0.27705,                0.81825,             0.00058175,             0.00058175,             0.00058175
                     56,                 0.4812,                0.29137,                0.82717,                0.98101,                0.98417,                0.99086,                0.94002,                0.42093,                0.27674,                0.81738,             0.00056938,             0.00056938,             0.00056938
                     57,                0.47608,                0.29004,                0.82443,                0.97844,                0.98353,                 0.9907,                0.94029,                0.41742,                0.27805,                 0.8176,               0.000557,               0.000557,               0.000557
                     58,                0.47408,                0.28955,                0.82384,                0.97752,                0.98321,                0.99093,                0.93932,                0.42362,                0.28008,                0.81799,             0.00054463,             0.00054463,             0.00054463
                     59,                0.47459,                0.28864,                0.82381,                0.97819,                0.98326,                0.99079,                0.94056,                0.41792,                0.27494,                0.81719,             0.00053225,             0.00053225,             0.00053225
                     60,                0.46917,                 0.2854,                 0.8234,                0.97961,                0.98461,                0.99087,                0.94109,                0.41508,                0.27414,                0.81625,             0.00051988,             0.00051988,             0.00051988
                     61,                 0.4694,                 0.2856,                0.82238,                0.98074,                0.98468,                0.99091,                0.94026,                0.41544,                0.27271,                 0.8173,              0.0005075,              0.0005075,              0.0005075
                     62,                0.46631,                0.28376,                0.82236,                0.97935,                0.98195,                0.99069,                   0.94,                0.41283,                0.27171,                0.81628,             0.00049513,             0.00049513,             0.00049513
                     63,                0.46276,                0.28052,                0.82178,                0.98304,                 0.9831,                0.99098,                0.94212,                0.41329,                0.27038,                0.81503,             0.00048275,             0.00048275,             0.00048275
                     64,                  0.458,                0.27963,                0.82138,                0.97907,                0.98489,                0.99098,                0.94126,                0.41657,                0.27248,                0.81695,             0.00047038,             0.00047038,             0.00047038
                     65,                0.45774,                0.27864,                0.81993,                0.97984,                0.98393,                 0.9909,                0.94151,                0.41312,                0.27084,                0.81707,               0.000458,               0.000458,               0.000458
                     66,                0.45172,                0.27569,                0.81921,                0.97838,                0.98499,                0.99084,                0.94134,                0.40741,                 0.2693,                0.81688,             0.00044563,             0.00044563,             0.00044563
                     67,                0.45259,                0.27545,                0.81933,                0.98097,                0.98428,                0.99095,                 0.9421,                0.40717,                0.26883,                0.81776,             0.00043325,             0.00043325,             0.00043325
                     68,                0.44701,                0.27444,                0.81829,                0.97549,                0.98617,                0.99079,                0.94272,                0.40932,                0.26823,                0.81862,             0.00042087,             0.00042087,             0.00042087
                     69,                 0.4503,                0.27419,                0.81899,                 0.9768,                0.98433,                0.99071,                0.94131,                0.40516,                0.26549,                0.81743,              0.0004085,              0.0004085,              0.0004085
                     70,                0.44488,                0.27136,                0.81865,                0.97729,                0.98315,                0.99061,                0.94208,                0.40473,                0.26343,                 0.8182,             0.00039613,             0.00039613,             0.00039613
                     71,                0.44339,                0.27012,                0.81797,                0.98074,                0.98261,                0.99084,                0.94303,                0.40302,                0.26331,                0.81718,             0.00038375,             0.00038375,             0.00038375
                     72,                0.43958,                0.26883,                0.81771,                 0.9777,                0.98583,                0.99085,                0.94313,                0.40059,                0.26243,                0.81649,             0.00037138,             0.00037138,             0.00037138
                     73,                0.44175,                0.26927,                0.81762,                0.98133,                0.98407,                0.99093,                0.94365,                0.40217,                0.26153,                0.81743,               0.000359,               0.000359,               0.000359
                     74,                0.43643,                0.26631,                0.81647,                0.98134,                0.98477,                0.99085,                0.94403,                0.40017,                0.26381,                0.81765,             0.00034663,             0.00034663,             0.00034663
                     75,                0.43459,                0.26476,                0.81585,                0.98283,                0.98438,                0.99092,                0.94341,                0.39756,                0.26155,                0.81719,             0.00033425,             0.00033425,             0.00033425
                     76,                0.43249,                0.26464,                0.81564,                0.97967,                0.98389,                0.99093,                0.94376,                0.39718,                0.26149,                0.81689,             0.00032188,             0.00032188,             0.00032188
                     77,                0.43008,                0.26251,                0.81482,                0.98091,                0.98461,                0.99093,                0.94413,                0.39612,                0.26099,                 0.8158,              0.0003095,              0.0003095,              0.0003095
                     78,                0.42784,                0.26209,                0.81454,                0.98046,                0.98535,                0.99091,                0.94393,                 0.3935,                 0.2576,                0.81597,             0.00029713,             0.00029713,             0.00029713
                     79,                 0.4276,                0.26124,                0.81498,                0.98118,                0.98433,                0.99085,                0.94403,                0.39408,                 0.2574,                0.81678,             0.00028475,             0.00028475,             0.00028475
                     80,                0.42254,                 0.2587,                0.81457,                0.98253,                0.98379,                0.99098,                0.94389,                0.39508,                0.25835,                0.81647,             0.00027237,             0.00027237,             0.00027237
                     81,                0.42163,                0.25801,                0.81461,                0.98038,                0.98557,                 0.9909,                0.94448,                0.39201,                0.25543,                0.81619,                0.00026,                0.00026,                0.00026
                     82,                0.42001,                0.25724,                 0.8135,                0.97965,                0.98585,                0.99078,                0.94452,                0.39473,                0.25706,                0.81712,             0.00024762,             0.00024762,             0.00024762
                     83,                  0.417,                0.25564,                0.81272,                0.98101,                0.98414,                 0.9908,                0.94452,                0.39381,                0.25499,                0.81674,             0.00023525,             0.00023525,             0.00023525
                     84,                0.41724,                0.25497,                0.81406,                0.98236,                  0.983,                0.99072,                 0.9444,                0.39393,                0.25529,                0.81733,             0.00022288,             0.00022288,             0.00022288
                     85,                0.41671,                0.25456,                0.81338,                0.98167,                0.98506,                0.99095,                0.94451,                0.39395,                0.25522,                0.81641,              0.0002105,              0.0002105,              0.0002105
                     86,                 0.4162,                0.25357,                0.81301,                0.98208,                0.98416,                0.99101,                0.94486,                0.39308,                0.25418,                0.81645,             0.00019813,             0.00019813,             0.00019813
                     87,                0.41154,                0.25245,                0.81228,                0.98236,                0.98468,                0.99092,                0.94474,                0.39188,                0.25237,                0.81665,             0.00018575,             0.00018575,             0.00018575
                     88,                 0.4111,                 0.2511,                0.81246,                0.98255,                0.98525,                0.99093,                0.94462,                 0.3913,                0.25246,                  0.816,             0.00017338,             0.00017338,             0.00017338
                     89,                0.40792,                0.24923,                0.81021,                 0.9825,                0.98558,                0.99093,                 0.9451,                0.38932,                0.25055,                0.81619,               0.000161,               0.000161,               0.000161
                     90,                0.40745,                 0.2487,                0.81035,                0.98249,                0.98598,                  0.991,                0.94496,                0.38969,                0.25089,                0.81655,             0.00014862,             0.00014862,             0.00014862
                     91,                0.40349,                0.24634,                0.81032,                0.98126,                 0.9862,                0.99099,                0.94502,                0.39081,                0.25152,                0.81726,             0.00013625,             0.00013625,             0.00013625
                     92,                 0.4017,                0.24509,                0.80928,                0.98194,                0.98636,                0.99097,                0.94504,                0.38982,                 0.2509,                0.81644,             0.00012387,             0.00012387,             0.00012387
                     93,                0.40037,                0.24469,                0.80951,                0.98314,                0.98488,                0.99096,                0.94491,                0.38976,                0.25275,                0.81631,              0.0001115,              0.0001115,              0.0001115
                     94,                0.39807,                0.24416,                0.80874,                0.98202,                0.98439,                0.99096,                0.94532,                0.38796,                0.25125,                0.81603,             9.9125e-05,             9.9125e-05,             9.9125e-05
                     95,                0.39764,                0.24276,                0.80997,                0.98204,                0.98476,                  0.991,                0.94542,                0.38481,                0.25013,                0.81537,              8.675e-05,              8.675e-05,              8.675e-05
                     96,                0.39394,                0.24114,                0.80861,                0.98142,                0.98523,                0.99097,                0.94548,                0.38418,                0.25006,                0.81569,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     97,                  0.393,                0.24021,                0.80906,                0.98142,                0.98474,                0.99096,                0.94565,                0.38417,                0.24963,                0.81551,                6.2e-05,                6.2e-05,                6.2e-05
                     98,                0.39206,                0.23936,                 0.8085,                0.98129,                0.98492,                0.99093,                0.94562,                0.38375,                0.24789,                 0.8156,             4.9625e-05,             4.9625e-05,             4.9625e-05
                     99,                0.39037,                0.23822,                0.80813,                0.98087,                0.98513,                0.99094,                0.94566,                0.38455,                0.24866,                0.81606,              3.725e-05,              3.725e-05,              3.725e-05
                    100,                0.38833,                0.23733,                0.80864,                0.98121,                0.98515,                0.99095,                0.94566,                0.38449,                0.24862,                0.81633,             2.4875e-05,             2.4875e-05,             2.4875e-05
