                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     49,                 0.5358,                0.31318,                0.83603,                0.97277,                0.98369,                0.99041,                0.93232,                0.49725,                0.29434,                0.83064,             0.00074994,             0.00074994,             0.00074994
                     50,                0.53044,                0.31056,                0.83536,                0.97511,                0.98468,                0.98796,                0.92723,                0.50021,                 0.2996,                0.83238,             0.00073579,             0.00073579,             0.00073579
                     51,                0.52965,                0.31053,                0.83405,                0.97471,                0.98245,                0.99025,                0.93149,                0.49681,                0.29878,                0.83008,             0.00072164,             0.00072164,             0.00072164
                     52,                0.52807,                0.30928,                0.83539,                0.97574,                 0.9855,                0.99059,                0.93229,                0.49204,                0.29123,                0.83136,              0.0007075,              0.0007075,              0.0007075
                     53,                0.52708,                0.30942,                0.83584,                0.97416,                0.98389,                0.99045,                 0.9309,                0.50523,                0.29824,                0.83384,             0.00069335,             0.00069335,             0.00069335
                     54,                0.52031,                0.30448,                0.83306,                0.97387,                0.98456,                0.99009,                0.93133,                0.48944,                0.29163,                0.82893,              0.0006792,              0.0006792,              0.0006792
                     55,                0.51407,                0.30108,                0.83104,                0.97549,                0.98326,                0.99016,                0.93208,                0.49392,                0.29237,                0.82959,             0.00066506,             0.00066506,             0.00066506
                     56,                0.51135,                0.29965,                0.83164,                0.97934,                0.98115,                0.99072,                0.93359,                 0.4845,                0.28768,                0.82829,             0.00065091,             0.00065091,             0.00065091
                     57,                0.50836,                0.30051,                0.83054,                0.97684,                0.98261,                0.99032,                0.93275,                0.48739,                0.28843,                0.82947,             0.00063676,             0.00063676,             0.00063676
                     58,                0.51048,                0.30021,                0.83171,                0.97698,                0.98184,                0.99075,                0.93359,                0.48817,                0.28851,                0.83107,             0.00062262,             0.00062262,             0.00062262
                     59,                0.50695,                0.29817,                0.83085,                  0.975,                 0.9827,                0.99044,                0.93295,                 0.4843,                0.28782,                 0.8299,             0.00060847,             0.00060847,             0.00060847
                     60,                0.49915,                0.29448,                0.82893,                0.97424,                0.98327,                0.99096,                0.93462,                0.48249,                0.28808,                0.83033,             0.00059432,             0.00059432,             0.00059432
                     61,                0.49826,                0.29401,                0.82836,                0.97318,                0.98329,                0.99053,                0.93329,                0.48233,                0.28823,                0.82956,             0.00058017,             0.00058017,             0.00058017
                     62,                0.49787,                0.29247,                 0.8299,                0.97442,                0.98217,                0.99061,                0.93408,                0.47922,                0.28783,                0.83033,             0.00056603,             0.00056603,             0.00056603
                     63,                0.49366,                 0.2901,                0.82812,                0.97665,                0.98307,                0.99041,                0.93368,                0.47817,                0.28313,                0.83001,             0.00055188,             0.00055188,             0.00055188
                     64,                0.48822,                0.28855,                0.82705,                0.97875,                0.98171,                0.98996,                0.93322,                0.46882,                0.27977,                 0.8283,             0.00053773,             0.00053773,             0.00053773
                     65,                0.48866,                0.28887,                0.82625,                0.97904,                0.98205,                0.98956,                0.93332,                0.47301,                0.28052,                  0.829,             0.00052359,             0.00052359,             0.00052359
                     66,                 0.4844,                 0.2857,                0.82754,                0.97693,                0.98319,                0.98822,                0.93277,                0.46786,                 0.2779,                0.82922,             0.00050944,             0.00050944,             0.00050944
                     67,                0.48108,                0.28369,                0.82543,                0.97848,                0.98467,                0.98986,                 0.9349,                0.46742,                0.27825,                0.82853,             0.00049529,             0.00049529,             0.00049529
                     68,                0.47955,                0.28366,                0.82534,                0.97661,                0.98364,                0.98946,                0.93402,                 0.4674,                0.27766,                0.82712,             0.00048114,             0.00048114,             0.00048114
                     69,                0.47429,                0.28106,                0.82303,                0.97827,                0.98254,                0.98927,                0.93404,                0.46501,                0.27573,                0.82711,               0.000467,               0.000467,               0.000467
                     70,                0.47477,                0.28028,                0.82285,                0.97966,                0.98353,                0.98932,                0.93392,                0.46403,                 0.2763,                0.82687,             0.00045285,             0.00045285,             0.00045285
                     71,                0.47013,                0.27771,                0.82284,                0.97985,                0.98362,                0.98984,                0.93479,                0.46215,                0.27479,                0.82753,              0.0004387,              0.0004387,              0.0004387
                     72,                0.46741,                0.27638,                0.82181,                0.97788,                 0.9843,                0.99045,                 0.9356,                0.46285,                0.27403,                0.82785,             0.00042456,             0.00042456,             0.00042456
                     73,                0.46554,                0.27518,                0.82364,                0.97823,                0.98398,                0.99045,                0.93483,                0.46236,                0.27329,                0.82831,             0.00041041,             0.00041041,             0.00041041
                     74,                0.46655,                 0.2755,                0.82267,                0.97832,                0.98408,                0.98963,                0.93461,                0.45937,                  0.272,                0.82765,             0.00039626,             0.00039626,             0.00039626
                     75,                0.45985,                0.27257,                0.81985,                0.97824,                0.98323,                  0.989,                0.93401,                0.45724,                0.27106,                0.82731,             0.00038211,             0.00038211,             0.00038211
                     76,                0.45987,                0.27264,                0.82117,                0.97712,                0.98516,                0.98918,                0.93431,                0.45997,                0.27197,                0.82688,             0.00036797,             0.00036797,             0.00036797
                     77,                0.45762,                0.27102,                0.81988,                0.97901,                 0.9843,                0.99041,                0.93606,                0.45838,                0.27212,                0.82652,             0.00035382,             0.00035382,             0.00035382
                     78,                0.45725,                  0.271,                0.82053,                0.97736,                0.98429,                0.98955,                0.93527,                0.45698,                 0.2702,                0.82765,             0.00033967,             0.00033967,             0.00033967
                     79,                0.45259,                 0.2685,                0.82004,                0.97713,                0.98395,                0.98921,                0.93505,                0.45461,                0.27149,                 0.8263,             0.00032553,             0.00032553,             0.00032553
                     80,                0.45024,                0.26578,                0.81916,                0.97655,                0.98377,                0.98813,                0.93437,                0.45549,                0.27077,                0.82715,             0.00031138,             0.00031138,             0.00031138
                     81,                0.44808,                0.26599,                0.81974,                0.97659,                0.98508,                0.98943,                0.93544,                0.45512,                 0.2678,                0.82763,             0.00029723,             0.00029723,             0.00029723
                     82,                0.44478,                0.26391,                0.81799,                0.97925,                0.98328,                0.98912,                0.93469,                0.45236,                0.26611,                0.82792,             0.00028308,             0.00028308,             0.00028308
                     83,                0.44167,                0.26068,                0.81823,                0.97779,                0.98475,                 0.9893,                0.93594,                0.45174,                0.26818,                0.82723,             0.00026894,             0.00026894,             0.00026894
                     84,                0.44032,                0.26158,                0.81756,                 0.9794,                 0.9847,                 0.9898,                0.93556,                0.45043,                 0.2641,                0.82707,             0.00025479,             0.00025479,             0.00025479
                     85,                0.43838,                0.25995,                0.81792,                0.97888,                0.98563,                0.99058,                0.93701,                0.44969,                0.26507,                0.82657,             0.00024064,             0.00024064,             0.00024064
                     86,                0.43234,                0.25635,                0.81706,                0.97734,                0.98557,                 0.9892,                0.93591,                0.44976,                0.26385,                0.82722,              0.0002265,              0.0002265,              0.0002265
                     87,                0.43417,                0.25671,                0.81713,                0.97937,                0.98447,                0.98937,                0.93649,                0.45022,                 0.2654,                0.82775,             0.00021235,             0.00021235,             0.00021235
                     88,                0.43502,                 0.2562,                0.81706,                0.97768,                0.98487,                0.98884,                0.93568,                0.45139,                0.26607,                0.82762,              0.0001982,              0.0001982,              0.0001982
                     89,                0.43012,                0.25518,                0.81574,                0.97841,                0.98489,                0.98982,                0.93648,                0.45021,                 0.2642,                0.82768,             0.00018406,             0.00018406,             0.00018406
                     90,                0.42782,                0.25303,                 0.8149,                0.97876,                 0.9838,                0.98934,                0.93589,                0.45024,                0.26367,                0.82766,             0.00016991,             0.00016991,             0.00016991
                     91,                0.42279,                 0.2507,                0.81351,                0.97839,                0.98378,                0.98962,                0.93635,                0.44764,                0.26275,                0.82735,             0.00015576,             0.00015576,             0.00015576
                     92,                0.42491,                0.25066,                0.81391,                0.97876,                0.98294,                0.98978,                0.93643,                0.44624,                0.26233,                0.82709,             0.00014161,             0.00014161,             0.00014161
                     93,                 0.4234,                0.25062,                0.81422,                0.97917,                0.98172,                0.98976,                0.93668,                0.44639,                0.26177,                0.82685,             0.00012747,             0.00012747,             0.00012747
                     94,                0.42098,                0.24925,                0.81323,                0.97701,                0.98336,                0.98897,                0.93587,                0.44648,                  0.261,                0.82643,             0.00011332,             0.00011332,             0.00011332
                     95,                0.41752,                0.24613,                 0.8133,                 0.9764,                0.98455,                0.98948,                 0.9368,                0.44629,                0.26276,                0.82684,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.41732,                0.24629,                0.81273,                0.97791,                0.98321,                0.98872,                0.93598,                0.44482,                  0.261,                0.82723,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.41665,                0.24576,                0.81202,                0.97831,                0.98376,                0.98951,                0.93688,                0.44472,                0.26132,                0.82724,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.40928,                0.24278,                0.81078,                0.97809,                0.98339,                0.98845,                0.93583,                0.44489,                0.26164,                0.82753,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.41232,                0.24289,                 0.8116,                0.97816,                0.98363,                0.98872,                0.93625,                0.44504,                0.26221,                0.82769,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                0.40918,                0.24101,                0.81224,                0.97868,                0.98365,                0.98876,                0.93623,                0.44507,                0.26158,                0.82778,             2.8437e-05,             2.8437e-05,             2.8437e-05
