                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                  1.439,                0.94147,                0.96869,                0.88425,                0.87539,                0.91887,                0.71188,                 1.3435,                0.87163,                0.94249,              0.0012734,              0.0012734,              0.0012734
                     13,                 1.4561,                0.91525,                0.95213,                0.88571,                0.86768,                0.92341,                0.68639,                 1.3961,                0.85643,                0.93974,              0.0012592,              0.0012592,              0.0012592
                     14,                  1.426,                0.89111,                 0.9402,                0.89305,                0.87594,                0.92465,                0.72013,                 1.4075,                0.86444,                0.92164,              0.0012451,              0.0012451,              0.0012451
                     15,                 1.3991,                0.88577,                0.94101,                0.90438,                 0.8719,                0.93452,                0.72244,                 1.3941,                0.84515,                0.92636,              0.0012309,              0.0012309,              0.0012309
                     16,                 1.3784,                0.85311,                0.94321,                0.86269,                0.88089,                0.90555,                0.71864,                 1.2694,                0.80371,                0.92198,              0.0012168,              0.0012168,              0.0012168
                     17,                 1.3524,                0.84381,                0.93435,                  0.909,                0.90658,                0.93943,                0.72141,                 1.3438,                0.80276,                0.91818,              0.0012026,              0.0012026,              0.0012026
                     18,                 1.3374,                0.82448,                0.93106,                0.90635,                0.88064,                0.92523,                0.74353,                 1.1797,                0.75904,                0.91013,              0.0011885,              0.0011885,              0.0011885
                     19,                 1.3562,                 0.8378,                 0.9258,                0.91926,                0.87634,                0.92284,                0.70638,                 1.3754,                0.80785,                0.91803,              0.0011744,              0.0011744,              0.0011744
                     20,                 1.3335,                0.82495,                 0.9223,                0.92702,                0.90085,                0.93985,                0.74259,                 1.2282,                0.76524,                0.90523,              0.0011602,              0.0011602,              0.0011602
                     21,                 1.2873,                0.79325,                0.91889,                0.91628,                0.91172,                0.94453,                0.74357,                 1.2773,                0.75955,                0.90129,              0.0011461,              0.0011461,              0.0011461
                     22,                 1.2914,                0.79324,                0.92134,                0.91651,                 0.9185,                0.95126,                0.74138,                 1.1976,                 0.7235,                0.89658,              0.0011319,              0.0011319,              0.0011319
                     23,                 1.2485,                0.76483,                0.92511,                0.93147,                0.91166,                0.95181,                0.76317,                 1.1612,                0.71084,                0.89257,              0.0011178,              0.0011178,              0.0011178
                     24,                 1.2403,                0.77065,                  0.909,                 0.9344,                0.91006,                0.95144,                0.75899,                 1.2566,                0.73754,                0.89321,              0.0011036,              0.0011036,              0.0011036
                     25,                 1.2627,                0.77929,                0.90639,                0.94125,                0.93119,                0.95733,                0.78847,                  1.085,                0.69598,                0.88568,              0.0010895,              0.0010895,              0.0010895
                     26,                 1.2145,                0.75975,                 0.9109,                0.94644,                0.93109,                0.95481,                0.76569,                 1.2869,                0.70057,                 0.8996,              0.0010753,              0.0010753,              0.0010753
                     27,                 1.2486,                0.72934,                0.91357,                0.94457,                0.93493,                0.95714,                0.78179,                 1.2239,                0.68673,                0.89506,              0.0010612,              0.0010612,              0.0010612
                     28,                 1.2283,                0.74427,                0.91715,                0.93622,                0.91104,                0.95064,                0.77274,                 1.1593,                0.69352,                0.88751,               0.001047,               0.001047,               0.001047
                     29,                 1.1891,                0.72688,                0.91516,                0.94471,                0.91481,                0.95968,                 0.7853,                 1.1202,                0.67203,                0.88707,              0.0010329,              0.0010329,              0.0010329
                     30,                 1.1823,                0.72743,                0.90083,                0.93273,                0.92487,                0.95449,                0.75017,                 1.2431,                0.71372,                0.89108,              0.0010187,              0.0010187,              0.0010187
                     31,                  1.217,                  0.741,                0.91091,                 0.9425,                0.91993,                0.95434,                0.76895,                 1.2051,                0.68656,                0.89029,              0.0010046,              0.0010046,              0.0010046
                     32,                 1.1767,                0.71465,                0.89879,                0.95339,                0.92435,                0.96024,                0.79597,                 1.0683,                0.66917,                 0.8846,             0.00099044,             0.00099044,             0.00099044
                     33,                 1.1771,                0.72897,                0.90257,                0.94229,                0.94802,                0.96282,                0.77529,                 1.1892,                0.69176,                0.88451,             0.00097629,             0.00097629,             0.00097629
                     34,                 1.1472,                0.70935,                0.89669,                0.94268,                0.92537,                  0.965,                0.80539,                 1.0641,                0.64921,                0.88062,             0.00096215,             0.00096215,             0.00096215
                     35,                 1.1561,                0.70917,                 0.8964,                0.94439,                0.91047,                0.95864,                0.78122,                 1.1373,                0.67047,                0.88401,               0.000948,               0.000948,               0.000948
                     36,                 1.1898,                0.71718,                0.90149,                0.95595,                0.94549,                 0.9674,                  0.785,                 1.2071,                 0.6703,                0.88502,             0.00093385,             0.00093385,             0.00093385
                     37,                 1.1665,                0.70191,                0.90024,                0.94892,                0.94251,                0.96501,                0.79562,                 1.0258,                0.65953,                0.87589,              0.0009197,              0.0009197,              0.0009197
                     38,                 1.1656,                0.70224,                 0.8954,                0.95363,                0.94194,                0.96719,                0.78858,                 1.1762,                0.67101,                0.88063,             0.00090556,             0.00090556,             0.00090556
                     39,                 1.1089,                 0.6773,                0.89788,                0.95121,                0.94963,                0.96984,                0.80256,                 1.0922,                0.65127,                0.87764,             0.00089141,             0.00089141,             0.00089141
                     40,                   1.11,                0.67516,                0.89512,                0.96758,                 0.9476,                0.96647,                0.79714,                 1.1512,                0.65101,                0.88014,             0.00087726,             0.00087726,             0.00087726
                     41,                 1.1244,                0.68512,                0.90512,                0.95649,                0.93769,                0.96603,                0.80061,                 1.0775,                0.64964,                0.87403,             0.00086312,             0.00086312,             0.00086312
                     42,                 1.1332,                0.68268,                0.89637,                0.96297,                0.94022,                0.96908,                0.78167,                 1.1666,                 0.6655,                0.87864,             0.00084897,             0.00084897,             0.00084897
                     43,                 1.1498,                0.68414,                0.89751,                0.94579,                0.95251,                0.96565,                0.77447,                 1.2162,                0.68098,                0.88277,             0.00083482,             0.00083482,             0.00083482
                     44,                 1.1337,                 0.6835,                0.88989,                0.96176,                0.94542,                0.97213,                0.81167,                 1.1092,                0.62854,                0.87972,             0.00082067,             0.00082067,             0.00082067
                     45,                 1.1501,                0.66676,                0.89878,                0.94849,                0.95587,                 0.9716,                0.80363,                 1.0907,                0.62523,                0.87454,             0.00080653,             0.00080653,             0.00080653
                     46,                 1.1964,                0.69031,                 0.8894,                0.94481,                0.95141,                0.96477,                0.70475,                 1.4434,                0.73763,                0.89869,             0.00079238,             0.00079238,             0.00079238
                     47,                 1.3391,                0.73823,                0.90831,                0.95108,                0.95373,                0.96425,                0.70298,                  1.427,                0.73228,                0.90117,             0.00077823,             0.00077823,             0.00077823
                     48,                 1.2368,                0.69568,                0.89931,                 0.9575,                 0.9455,                0.97208,                0.78433,                 1.0929,                0.62991,                0.87566,             0.00076409,             0.00076409,             0.00076409
                     49,                 1.1526,                0.68813,                 0.8991,                0.95549,                0.94031,                0.96793,                0.79121,                 1.1488,                0.64803,                0.88396,             0.00074994,             0.00074994,             0.00074994
                     50,                 1.1328,                0.68459,                0.88883,                0.95313,                0.95018,                0.96241,                0.78058,                 1.1676,                0.65313,                0.87812,             0.00073579,             0.00073579,             0.00073579
                     51,                 1.1616,                0.67398,                0.89342,                0.96648,                0.93613,                0.96465,                0.78024,                 1.1127,                0.64138,                0.88047,             0.00072164,             0.00072164,             0.00072164
                     52,                  1.102,                0.65306,                0.89966,                0.96663,                0.94732,                0.96902,                 0.7906,                 1.0724,                0.62087,                0.87333,              0.0007075,              0.0007075,              0.0007075
                     53,                 1.0852,                0.65614,                0.89662,                0.95839,                0.95285,                0.97172,                0.78751,                 1.1998,                 0.6403,                  0.877,             0.00069335,             0.00069335,             0.00069335
                     54,                 1.1925,                0.67736,                0.89613,                0.95796,                0.94742,                0.96763,                0.79149,                  1.085,                0.63942,                0.87036,              0.0006792,              0.0006792,              0.0006792
                     55,                 1.1318,                0.66978,                0.88205,                  0.965,                 0.9585,                0.97126,                0.79284,                 1.0943,                0.64019,                0.87221,             0.00066506,             0.00066506,             0.00066506
                     56,                 1.1421,                0.66215,                0.89341,                0.96723,                0.95853,                0.97302,                0.80339,                 1.0888,                0.61555,                0.87419,             0.00065091,             0.00065091,             0.00065091
                     57,                 1.1191,                 0.6465,                0.88821,                0.95932,                0.95423,                0.97126,                0.79775,                 1.0933,                0.62345,                0.87365,             0.00063676,             0.00063676,             0.00063676
                     58,                  1.118,                0.65324,                0.88648,                0.96505,                0.95386,                0.97321,                0.80286,                 1.1178,                0.62049,                0.87139,             0.00062262,             0.00062262,             0.00062262
                     59,                 1.0959,                0.63842,                0.88238,                0.96774,                 0.9587,                0.97375,                 0.8126,                 1.0541,                0.60515,                0.86676,             0.00060847,             0.00060847,             0.00060847
                     60,                 1.0344,                0.62698,                 0.8807,                0.96213,                0.95701,                0.97163,                0.80159,                 1.0843,                0.61158,                0.86891,             0.00059432,             0.00059432,             0.00059432
                     61,                 1.0495,                0.62701,                0.87721,                0.96328,                0.95941,                0.97329,                0.81935,                  1.041,                0.59353,                0.86581,             0.00058017,             0.00058017,             0.00058017
                     62,                 1.0571,                0.63064,                0.88338,                0.96637,                0.95773,                0.97472,                0.80516,                 1.0655,                0.60218,                0.86612,             0.00056603,             0.00056603,             0.00056603
                     63,                 1.0405,                0.62398,                0.88495,                0.96713,                0.95936,                0.97517,                0.79874,                 1.0821,                0.60882,                 0.8684,             0.00055188,             0.00055188,             0.00055188
                     64,                 1.0466,                0.62377,                0.88452,                0.96719,                0.96328,                0.97607,                0.83273,                0.99283,                0.58339,                0.86331,             0.00053773,             0.00053773,             0.00053773
                     65,                 1.0336,                0.62279,                0.87579,                 0.9676,                0.96184,                0.97355,                 0.8066,                 1.1359,                0.61907,                0.86638,             0.00052359,             0.00052359,             0.00052359
                     66,                 1.0712,                0.63772,                0.88464,                0.96882,                0.95962,                0.97487,                0.82199,                0.99107,                0.58298,                0.86176,             0.00050944,             0.00050944,             0.00050944
                     67,                 1.0166,                0.60413,                0.87091,                0.97237,                0.96314,                0.97696,                 0.8191,                0.98889,                0.57916,                0.86119,             0.00049529,             0.00049529,             0.00049529
                     68,                 1.0159,                0.60215,                0.87504,                0.97282,                0.96103,                0.97635,                0.80885,                 1.0767,                0.59459,                0.86372,             0.00048114,             0.00048114,             0.00048114
                     69,                 1.0146,                0.60746,                 0.8797,                0.97423,                0.95684,                0.97685,                0.82288,                0.99055,                0.57209,                0.86048,               0.000467,               0.000467,               0.000467
                     70,                0.99257,                0.59288,                0.88565,                0.97141,                0.95913,                0.97667,                0.80909,                 1.0673,                0.59053,                 0.8619,             0.00045285,             0.00045285,             0.00045285
                     71,                 1.0165,                0.59888,                0.87658,                0.97281,                0.95593,                 0.9762,                 0.8185,                 1.0393,                 0.5837,                0.86149,              0.0004387,              0.0004387,              0.0004387
                     72,                 1.0018,                0.60197,                0.87942,                0.96931,                0.95829,                0.97587,                0.81186,                 1.0339,                0.58031,                0.86221,             0.00042456,             0.00042456,             0.00042456
                     73,                0.99825,                0.59898,                0.87434,                0.96731,                0.95887,                0.97437,                0.81862,                 1.0364,                0.57022,                0.86061,             0.00041041,             0.00041041,             0.00041041
                     74,                 1.0106,                0.59706,                0.87413,                0.96595,                0.96226,                0.97433,                0.81863,                 1.0652,                0.58362,                0.86284,             0.00039626,             0.00039626,             0.00039626
                     75,                0.99138,                0.59052,                0.87504,                0.96927,                0.96229,                0.97601,                0.82456,                 1.0161,                0.57213,                0.86126,             0.00038211,             0.00038211,             0.00038211
                     76,                 1.0063,                0.59747,                 0.8789,                0.96931,                0.96006,                0.97522,                0.81948,                 1.0025,                0.57223,                0.86208,             0.00036797,             0.00036797,             0.00036797
                     77,                0.99493,                0.59028,                0.86961,                0.96766,                0.96345,                0.97712,                0.81641,                 1.0501,                0.58028,                0.86299,             0.00035382,             0.00035382,             0.00035382
                     78,                 1.0054,                0.58673,                0.86553,                0.96638,                0.96076,                0.97585,                0.82424,                 1.0007,                0.56449,                0.86038,             0.00033967,             0.00033967,             0.00033967
                     79,                0.96194,                0.57976,                0.87417,                0.97494,                0.95565,                0.97613,                 0.8232,                 1.0172,                0.56504,                0.85987,             0.00032553,             0.00032553,             0.00032553
                     80,                0.98891,                0.58733,                0.87348,                0.97374,                0.95887,                 0.9767,                0.82794,                0.99773,                0.56142,                0.86047,             0.00031138,             0.00031138,             0.00031138
                     81,                0.98799,                0.59197,                0.87473,                0.97243,                0.96291,                0.97749,                0.81862,                 1.0213,                0.57102,                0.85794,             0.00029723,             0.00029723,             0.00029723
                     82,                0.98506,                0.58712,                0.87033,                0.97117,                0.96425,                0.97701,                0.82142,                 1.0238,                0.56739,                 0.8577,             0.00028308,             0.00028308,             0.00028308
                     83,                0.94218,                0.57666,                   0.88,                0.97042,                0.96178,                0.97661,                0.82317,                 1.0245,                0.56706,                0.85705,             0.00026894,             0.00026894,             0.00026894
                     84,                0.98558,                0.58101,                0.87046,                0.97225,                0.96345,                0.97747,                0.82197,                 1.0186,                0.56029,                0.85913,             0.00025479,             0.00025479,             0.00025479
                     85,                 0.9545,                  0.569,                0.86964,                0.97222,                0.96348,                0.97747,                0.82357,                0.99893,                0.55189,                0.85756,             0.00024064,             0.00024064,             0.00024064
                     86,                0.97351,                0.57604,                0.87049,                0.97283,                0.95968,                0.97599,                0.82546,                0.99941,                0.55381,                0.85673,              0.0002265,              0.0002265,              0.0002265
                     87,                0.97124,                0.58103,                0.86996,                 0.9727,                0.96016,                0.97574,                0.82119,                 1.0244,                0.55665,                0.85744,             0.00021235,             0.00021235,             0.00021235
                     88,                0.97789,                0.58057,                 0.8669,                0.97017,                0.96518,                0.97752,                0.82615,                 1.0118,                0.55244,                0.85601,              0.0001982,              0.0001982,              0.0001982
                     89,                 1.0018,                0.57924,                0.87484,                0.97289,                0.96252,                0.97801,                0.82873,                0.99135,                0.54595,                0.85709,             0.00018406,             0.00018406,             0.00018406
                     90,                 0.9672,                0.57463,                0.86992,                0.97435,                 0.9601,                0.97759,                0.82481,                 1.0103,                0.55052,                0.85702,             0.00016991,             0.00016991,             0.00016991
                     91,                 1.1607,                0.65125,                0.89342,                0.97474,                0.95718,                 0.9778,                0.83045,                0.99036,                0.54662,                0.85606,             0.00015576,             0.00015576,             0.00015576
                     92,                 1.0542,                0.62665,                0.88204,                0.96513,                0.95947,                0.97614,                0.84367,                0.89988,                0.52896,                0.85404,             0.00014161,             0.00014161,             0.00014161
                     93,                0.95118,                0.58864,                0.87948,                0.96359,                0.96379,                0.97577,                0.85124,                0.85705,                0.52517,                0.85482,             0.00012747,             0.00012747,             0.00012747
                     94,                 1.0017,                 0.6061,                0.87897,                0.96099,                0.96353,                0.97444,                0.84545,                0.87991,                0.53731,                0.85533,             0.00011332,             0.00011332,             0.00011332
                     95,                 1.0307,                0.61574,                 0.8798,                0.96002,                0.96421,                0.97395,                0.84576,                0.88256,                0.54044,                0.85487,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.99212,                0.60159,                0.87883,                0.96605,                0.96701,                0.97704,                0.85049,                0.87332,                0.54193,                0.85445,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                  0.964,                0.59138,                0.87717,                0.96908,                0.96642,                 0.9779,                0.85379,                0.85355,                0.53405,                0.85299,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.93396,                0.58013,                0.87487,                0.97203,                0.96653,                0.97843,                0.85761,                 0.8428,                0.52497,                0.85121,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.94525,                0.58472,                 0.8766,                0.97093,                0.96653,                0.97835,                0.85802,                0.84296,                0.52322,                0.85117,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                0.94204,                0.58068,                0.87974,                0.96924,                0.96718,                0.97818,                 0.8591,                0.83904,                0.52258,                0.85094,             2.8437e-05,             2.8437e-05,             2.8437e-05
